Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
27-02-2020,TELANGANA,NALGONDA,0,1186.41,0,16.29796977
27-02-2020,TELANGANA,KARIMNAGAR,0,1048.51,0,17.15252562
27-02-2020,TELANGANA,MAHBUBNAGAR,0,1543.18,0,16.20785265
27-02-2020,TELANGANA,RANGAREDDY,0,746.15,0,19.14110562
27-02-2020,TELANGANA,MEDAK,0,1066.88,0,21.22293272
26-02-2020,TELANGANA,ADILABAD,0,1847.35,0,22.4602481
26-02-2020,TELANGANA,NIZAMABAD,0,738.84,0,18.17441206
26-02-2020,TELANGANA,KHAMMAM,0,1444.13,0,17.42427105
26-02-2020,TELANGANA,HYDERABAD,0,2.1,0,2.283860545
26-02-2020,TELANGANA,WARANGAL,0,1245.79,0,18.89385349
26-02-2020,TELANGANA,NALGONDA,0,1189.64,0,16.3423742
26-02-2020,TELANGANA,KARIMNAGAR,0,1051.21,0,17.19666356
26-02-2020,TELANGANA,MAHBUBNAGAR,0,1544.52,0,16.22192801
26-02-2020,TELANGANA,RANGAREDDY,0,747.49,0,19.17548847
26-02-2020,TELANGANA,MEDAK,0,1069.11,0,21.26736575
25-02-2020,TELANGANA,ADILABAD,0,1853.41,0,22.53394347
25-02-2020,TELANGANA,NIZAMABAD,0,740.76,0,18.22171399
25-02-2020,TELANGANA,KHAMMAM,0,1446.85,0,17.45718474
25-02-2020,TELANGANA,HYDERABAD,0,2.13,0,2.320368337
25-02-2020,TELANGANA,WARANGAL,0,1249.74,0,18.95364525
25-02-2020,TELANGANA,NALGONDA,0,1192.67,0,16.38396048
25-02-2020,TELANGANA,KARIMNAGAR,0,1053.7,0,17.23753938
